run_id,phase,participant,session,trial_index,trial_id,stimulus_id,counterbalance_offset,preferred_description_condition,description_condition,metadata_condition,description,image_file,original_filename,original_style_folder,original_relative_path,trial_start_session_s,trial_start_unix_s,description_onset_session_s,description_offset_session_s,description_onset_unix_s,description_offset_unix_s,description_time_s,fixation_onset_session_s,fixation_offset_session_s,fixation_onset_unix_s,fixation_offset_unix_s,fixation_time_s,image_onset_session_s,image_offset_session_s,image_onset_unix_s,image_offset_unix_s,image_view_time_s,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,rating_onset_session_s,rating_offset_session_s,rating_onset_unix_s,rating_offset_unix_s,rating,rating_rt_s,mismatch_check_triggered,mismatch_response,mismatch_rt_s,mismatch_onset_session_s,mismatch_offset_session_s,mismatch_onset_unix_s,mismatch_offset_unix_s
real_001_s001_2026-05-18_16-38-02-358,practice,001,001,1,P002,P002,,,,,Mehrere dunkle und helle Formen liegen in einer abstrakten Komposition übereinander. Kreisformen und kantige Bereiche teilen das Bild in einzelne Zonen.,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,,,,3.914334,1779115086.273771,3.926815,4.491791,1779115086.286252,1779115086.851228,0.565,4.513986,5.775075,1779115086.873425,1779115088.134514,1.2611,5.775143,6.058297,1779115088.134582,1779115088.417736,0.2832,2940,1912,0.578473,0.82,0.0,0.0,6.059373,7.291639,1779115088.418814,1779115089.651083,2.1987,1.2323,0,,,,,,
real_001_s001_2026-05-18_16-38-02-358,practice,001,001,2,P001,P001,,,,,Eine organische helle Form breitet sich vor gelb-rotem Hintergrund aus. Dunkle Konturen trennen die runden Bereiche deutlich voneinander.,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,,,,7.29512,1779115089.654564,7.306338,7.941654,1779115089.665782,1779115090.301098,0.6353,7.955388,9.208397,1779115090.314833,1779115091.567843,1.253,9.208462,9.608384,1779115091.567908,1779115091.96783,0.3999,2940,1912,1.112116,0.82,0.0,0.0,9.609417,10.975101,1779115091.968864,1779115093.334552,3.3039,1.3657,0,,,,,,
