run_id,participant,session,trial_index,trial_id,image_file,sample_index,sample_session_s,sample_unix_s,sample_from_image_onset_s,gaze_x_pix,gaze_y_pix,units
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,17,24.393885,1777640692.365473,0.266667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,18,24.410552,1777640692.382139,0.283333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,19,24.427218,1777640692.398806,0.3,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,20,24.443885,1777640692.415473,0.316667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,21,24.460552,1777640692.432139,0.333333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,22,24.477218,1777640692.448806,0.35,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,23,24.493885,1777640692.465472,0.366667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,24,24.510552,1777640692.482139,0.383333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,25,24.527218,1777640692.498806,0.4,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,26,24.543885,1777640692.515473,0.416667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,27,24.560552,1777640692.532139,0.433333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,28,24.577218,1777640692.548806,0.45,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,29,24.593885,1777640692.565473,0.466667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,30,24.610552,1777640692.582139,0.483333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,31,24.627218,1777640692.598806,0.5,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,32,24.643885,1777640692.615473,0.516667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,33,24.660552,1777640692.632139,0.533333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,34,24.677218,1777640692.648806,0.55,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,35,24.693885,1777640692.665473,0.566667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,36,24.710552,1777640692.682139,0.583333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,37,24.727218,1777640692.698806,0.6,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,38,24.743885,1777640692.715472,0.616667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,39,24.760552,1777640692.732139,0.633333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,40,24.777218,1777640692.748806,0.65,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,41,24.793885,1777640692.765473,0.666667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,42,24.810552,1777640692.782139,0.683333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,43,24.827218,1777640692.798806,0.7,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,44,24.843885,1777640692.815473,0.716667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,45,24.860552,1777640692.832139,0.733333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,46,24.877218,1777640692.848806,0.75,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,47,24.893885,1777640692.865473,0.766667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,48,24.910552,1777640692.882139,0.783333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,49,24.927218,1777640692.898806,0.8,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,50,24.943885,1777640692.915473,0.816667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,51,24.960552,1777640692.932139,0.833333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,52,24.977218,1777640692.948806,0.85,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,53,24.993885,1777640692.965472,0.866667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,54,25.010552,1777640692.982139,0.883333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,55,25.027218,1777640692.998806,0.9,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,56,25.043885,1777640693.015473,0.916667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,57,25.060552,1777640693.032139,0.933333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,58,25.077218,1777640693.048806,0.95,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,59,25.093885,1777640693.065473,0.966667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,60,25.110552,1777640693.082139,0.983333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,61,25.127218,1777640693.098806,1.0,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,62,25.143885,1777640693.115473,1.016667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,63,25.160552,1777640693.132139,1.033333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,64,25.177218,1777640693.148806,1.05,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,65,25.193885,1777640693.165473,1.066667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,66,25.210552,1777640693.182139,1.083333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,67,25.227218,1777640693.198806,1.1,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,68,25.243885,1777640693.215472,1.116667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,69,25.260552,1777640693.232139,1.133333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,70,25.277218,1777640693.248806,1.15,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,71,25.293885,1777640693.265473,1.166667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,72,25.310552,1777640693.282139,1.183333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,73,25.327218,1777640693.298806,1.2,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,74,25.343885,1777640693.315473,1.216667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,75,25.360552,1777640693.332139,1.233333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,76,25.377218,1777640693.348806,1.25,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,77,25.393885,1777640693.365473,1.266667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,78,25.410552,1777640693.382139,1.283333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,79,25.427218,1777640693.398806,1.3,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,80,25.443885,1777640693.415473,1.316667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,81,25.460552,1777640693.432139,1.333333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,82,25.477218,1777640693.448806,1.35,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,83,25.493885,1777640693.465472,1.366667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,84,25.510552,1777640693.482139,1.383333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,85,25.527218,1777640693.498806,1.4,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,86,25.543885,1777640693.515473,1.416667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,87,25.560552,1777640693.532139,1.433333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,88,25.577218,1777640693.548806,1.45,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,89,25.593885,1777640693.565473,1.466667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,90,25.610552,1777640693.582139,1.483333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,91,25.627218,1777640693.598806,1.5,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,92,25.643885,1777640693.615473,1.516667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,93,25.660552,1777640693.632139,1.533333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,94,25.677218,1777640693.648806,1.55,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,95,25.693885,1777640693.665473,1.566667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,96,25.710552,1777640693.682139,1.583333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,97,25.727218,1777640693.698806,1.6,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,98,25.743885,1777640693.715472,1.616667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,99,25.760552,1777640693.732139,1.633333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,100,25.777218,1777640693.748806,1.65,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,101,25.793885,1777640693.765473,1.666667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,102,25.810552,1777640693.782139,1.683333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,103,25.827218,1777640693.798806,1.7,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,104,25.843885,1777640693.815473,1.716667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,105,25.860552,1777640693.832139,1.733333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,106,25.877218,1777640693.848806,1.75,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,107,25.893885,1777640693.865473,1.766667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,108,25.910552,1777640693.882139,1.783333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,109,25.927218,1777640693.898806,1.8,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,110,25.943885,1777640693.915473,1.816667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,111,25.960552,1777640693.932139,1.833333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,112,25.977218,1777640693.948806,1.85,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,113,25.993885,1777640693.965472,1.866667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,114,26.010552,1777640693.982139,1.883333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,115,26.027218,1777640693.998806,1.9,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,116,26.043885,1777640694.015473,1.916667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,117,26.060552,1777640694.032139,1.933333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,118,26.077218,1777640694.048806,1.95,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,119,26.093885,1777640694.065473,1.966667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,120,26.110552,1777640694.082139,1.983333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,121,26.127218,1777640694.098806,2.0,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,122,26.143885,1777640694.115473,2.016667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,123,26.160552,1777640694.132139,2.033333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,124,26.177218,1777640694.148806,2.05,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,125,26.193885,1777640694.165473,2.066667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,126,26.210552,1777640694.182139,2.083333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,127,26.227218,1777640694.198806,2.1,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,128,26.243885,1777640694.215472,2.116667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,129,26.260552,1777640694.232139,2.133333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,130,26.277218,1777640694.248806,2.15,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,131,26.293885,1777640694.265473,2.166667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,132,26.310552,1777640694.282139,2.183333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,133,26.327218,1777640694.298806,2.2,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,134,26.343885,1777640694.315473,2.216667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,135,26.360552,1777640694.332139,2.233333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,136,26.377218,1777640694.348806,2.25,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,137,26.393885,1777640694.365473,2.266667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,138,26.410552,1777640694.382139,2.283333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,139,26.427218,1777640694.398806,2.3,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,140,26.443885,1777640694.415473,2.316667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,141,26.460552,1777640694.432139,2.333333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,142,26.477218,1777640694.448806,2.35,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,143,26.493885,1777640694.465472,2.366667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,144,26.510552,1777640694.482139,2.383333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,145,26.527218,1777640694.498806,2.4,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,146,26.543885,1777640694.515473,2.416667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,147,26.560552,1777640694.532139,2.433333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,148,26.577218,1777640694.548806,2.45,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,149,26.593885,1777640694.565473,2.466667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,150,26.610552,1777640694.582139,2.483333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,151,26.627218,1777640694.598806,2.5,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,152,26.643885,1777640694.615473,2.516667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,153,26.660552,1777640694.632139,2.533333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,154,26.677218,1777640694.648806,2.55,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,155,26.693885,1777640694.665473,2.566667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,156,26.710552,1777640694.682139,2.583333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,157,26.727218,1777640694.698806,2.6,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,158,26.743885,1777640694.715472,2.616667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,159,26.760552,1777640694.732139,2.633333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,160,26.777218,1777640694.748806,2.65,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,161,26.793885,1777640694.765473,2.666667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,162,26.810552,1777640694.782139,2.683333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,163,26.827218,1777640694.798806,2.7,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,164,26.843885,1777640694.815473,2.716667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,165,26.860552,1777640694.832139,2.733333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,166,26.877218,1777640694.848806,2.75,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,167,26.893885,1777640694.865473,2.766667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,168,26.910552,1777640694.882139,2.783333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,169,26.927218,1777640694.898806,2.8,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,170,26.943885,1777640694.915473,2.816667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,171,26.960552,1777640694.932139,2.833333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,172,26.977218,1777640694.948806,2.85,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,173,26.993885,1777640694.965472,2.866667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,174,27.010552,1777640694.982139,2.883333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,175,27.027218,1777640694.998806,2.9,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,176,27.043885,1777640695.015473,2.916667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,177,27.060552,1777640695.032139,2.933333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,178,27.077218,1777640695.048806,2.95,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,179,27.093885,1777640695.065473,2.966667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,180,27.110552,1777640695.082139,2.983333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,181,27.127218,1777640695.098806,3.0,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,182,27.143885,1777640695.115473,3.016667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,183,27.160552,1777640695.132139,3.033333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,184,27.177218,1777640695.148806,3.05,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,185,27.193885,1777640695.165473,3.066667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,186,27.210552,1777640695.182139,3.083333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,187,27.227218,1777640695.198806,3.1,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,188,27.243885,1777640695.215472,3.116667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,189,27.260552,1777640695.232139,3.133333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,190,27.277218,1777640695.248806,3.15,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,191,27.293885,1777640695.265473,3.166667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,192,27.310552,1777640695.282139,3.183333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,193,27.327218,1777640695.298806,3.2,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,194,27.343885,1777640695.315473,3.216667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,195,27.360552,1777640695.332139,3.233333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,196,27.377218,1777640695.348806,3.25,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,197,27.393885,1777640695.365473,3.266667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,198,27.410552,1777640695.382139,3.283333,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,199,27.427218,1777640695.398806,3.3,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,200,27.443885,1777640695.415473,3.316667,62.0,50.0,pix
real_001_s001_2026-05-01_15-04-27-970,001,001,1,P002,P002.ppm,201,27.460552,1777640695.432139,3.333333,62.0,50.0,pix
