run_id,phase,participant,session,language,trial_index,trial_id,stimulus_id,counterbalance_offset,preferred_description_condition,description_condition,metadata_condition,description,image_file,original_filename,original_style_folder,original_relative_path,trial_start_session_s,trial_start_unix_s,description_onset_session_s,description_offset_session_s,description_onset_unix_s,description_offset_unix_s,description_time_s,fixation_onset_session_s,fixation_offset_session_s,fixation_onset_unix_s,fixation_offset_unix_s,fixation_time_s,image_onset_session_s,image_offset_session_s,image_onset_unix_s,image_offset_unix_s,image_view_time_s,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,rating_onset_session_s,rating_offset_session_s,rating_onset_unix_s,rating_offset_unix_s,rating,rating_rt_s,mismatch_check_triggered,mismatch_response,mismatch_rt_s,mismatch_onset_session_s,mismatch_offset_session_s,mismatch_onset_unix_s,mismatch_offset_unix_s
real_001_s001_2026-05-19_01-54-30-302,practice,001,001,en,1,P002,P002,,,,,Several dark and light forms overlap in an abstract composition. Circular forms and angular areas divide the image into separate zones.,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,,,,8.15555,1779148478.459479,8.173588,10.595414,1779148478.477516,1779148480.899338,2.4218,10.636202,11.895366,1779148480.940129,1779148482.199289,1.2592,11.895489,14.845448,1779148482.199413,1779148485.14937,2.95,2940,1912,0.578473,0.82,0.0,0.0,14.850985,15.92859,1779148485.15491,1779148486.232514,3.0,1.0776,0,,,,,,
real_001_s001_2026-05-19_01-54-30-302,practice,001,001,en,2,P001,P001,,,,,An organic light form spreads out before a yellow-red background. Dark contours clearly separate the rounded areas from one another.,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,,,,15.934535,1779148486.238461,15.952327,16.661983,1779148486.256253,1779148486.965905,0.7097,16.68426,17.945223,1779148486.988186,1779148488.249146,1.261,17.945334,18.762053,1779148488.249256,1779148489.065974,0.8167,2940,1912,1.112116,0.82,0.0,0.0,18.764631,19.328589,1779148489.068554,1779148489.632512,3.0,0.564,0,,,,,,
