run_id,phase,participant,session,language,trial_index,trial_id,stimulus_id,counterbalance_offset,preferred_description_condition,description_condition,metadata_condition,description,image_file,original_filename,original_style_folder,original_relative_path,trial_start_session_s,trial_start_unix_s,description_onset_session_s,description_offset_session_s,description_onset_unix_s,description_offset_unix_s,description_time_s,fixation_onset_session_s,fixation_offset_session_s,fixation_onset_unix_s,fixation_offset_unix_s,fixation_time_s,image_onset_session_s,image_offset_session_s,image_onset_unix_s,image_offset_unix_s,image_view_time_s,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,rating_onset_session_s,rating_offset_session_s,rating_onset_unix_s,rating_offset_unix_s,rating,rating_rt_s,mismatch_check_triggered,mismatch_response,mismatch_rt_s,mismatch_onset_session_s,mismatch_offset_session_s,mismatch_onset_unix_s,mismatch_offset_unix_s
real_001_s001_2026-05-18_22-21-47-879,practice,001,001,de,1,P001,P001,,,,,Eine organische helle Form breitet sich vor gelb-rotem Hintergrund aus. Dunkle Konturen trennen die runden Bereiche deutlich voneinander.,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,,,,9.714662,1779135717.595055,9.726273,18.691287,1779135717.606666,1779135726.571676,8.965,18.732848,19.991211,1779135726.61324,1779135727.8716,1.2584,19.991278,28.224518,1779135727.871667,1779135736.104904,8.2332,2940,1912,1.112116,0.82,0.0,0.0,28.231696,31.307783,1779135736.112083,1779135739.18817,4.5026,3.0761,0,,,,,,
real_001_s001_2026-05-18_22-21-47-879,practice,001,001,de,2,P002,P002,,,,,Mehrere dunkle und helle Formen liegen in einer abstrakten Komposition übereinander. Kreisformen und kantige Bereiche teilen das Bild in einzelne Zonen.,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,,,,31.311438,1779135739.191825,31.32336,33.157945,1779135739.203747,1779135741.03833,1.8346,33.171428,34.424483,1779135741.051815,1779135742.304868,1.2531,34.42455,36.807839,1779135742.304935,1779135744.688223,2.3833,2940,1912,0.578473,0.82,0.0,0.0,36.810644,38.524451,1779135744.691029,1779135746.404836,4.298,1.7138,0,,,,,,
