run_id,phase,participant,session,trial_index,trial_id,stimulus_id,description_condition,metadata_condition,description,image_file,original_filename,original_style_folder,original_relative_path,trial_start_session_s,trial_start_unix_s,description_onset_session_s,description_offset_session_s,description_onset_unix_s,description_offset_unix_s,description_time_s,image_onset_session_s,image_offset_session_s,image_onset_unix_s,image_offset_unix_s,image_view_time_s,rating_onset_session_s,rating_offset_session_s,rating_onset_unix_s,rating_offset_unix_s,rating,rating_rt_s,mismatch_check_triggered,mismatch_response,mismatch_rt_s,mismatch_onset_session_s,mismatch_offset_session_s,mismatch_onset_unix_s,mismatch_offset_unix_s
real_001_s001_2026-05-06_15-14-43-508,practice,001,001,1,P001,P001,,,Practice prompt 1: A quiet geometric composition with a calm mood.,P001.ppm,,,,5.573537,1778073289.0824,5.589361,6.879106,1778073289.098224,1778073290.387966,1.2897,6.87925,17.71209,1778073290.38811,1778073301.220957,10.8328,17.723603,19.412005,1778073301.232473,1778073302.920874,1.9964,1.6884,0,,,,,,
real_001_s001_2026-05-06_15-14-43-508,practice,001,001,2,P002,P002,,,Practice prompt 2: A tense composition with strong directional contrast.,P002.ppm,,,,19.416433,1778073302.925304,19.4285,20.878715,1778073302.93737,1778073304.387585,1.4502,20.878884,31.662241,1778073304.387754,1778073315.171116,10.7834,31.673714,32.378702,1778073315.182592,1778073315.88758,2.296,0.705,0,,,,,,
