run_id,phase,participant,session,trial_index,trial_id,stimulus_id,counterbalance_offset,preferred_description_condition,description_condition,metadata_condition,description,image_file,original_filename,original_style_folder,original_relative_path,trial_start_session_s,trial_start_unix_s,description_onset_session_s,description_offset_session_s,description_onset_unix_s,description_offset_unix_s,description_time_s,fixation_onset_session_s,fixation_offset_session_s,fixation_onset_unix_s,fixation_offset_unix_s,fixation_time_s,image_onset_session_s,image_offset_session_s,image_onset_unix_s,image_offset_unix_s,image_view_time_s,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,rating_onset_session_s,rating_offset_session_s,rating_onset_unix_s,rating_offset_unix_s,rating,rating_rt_s,mismatch_check_triggered,mismatch_response,mismatch_rt_s,mismatch_onset_session_s,mismatch_offset_session_s,mismatch_onset_unix_s,mismatch_offset_unix_s
real_001_s001_2026-05-18_21-28-44-498,practice,001,001,1,P001,P001,,,,,Eine organische helle Form breitet sich vor gelb-rotem Hintergrund aus. Dunkle Konturen trennen die runden Bereiche deutlich voneinander.,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,,,,10.155509,1779132534.655326,10.167225,12.414456,1779132534.667042,1779132536.914273,2.2472,12.453934,13.71447,1779132536.953752,1779132538.214287,1.2605,13.714539,14.164566,1779132538.214356,1779132538.664383,0.45,2940,1912,1.112116,0.82,0.0,0.0,14.165902,14.880981,1779132538.66572,1779132539.3808,3.0,0.7151,0,,,,,,
real_001_s001_2026-05-18_21-28-44-498,practice,001,001,2,P002,P002,,,,,Mehrere dunkle und helle Formen liegen in einer abstrakten Komposition übereinander. Kreisformen und kantige Bereiche teilen das Bild in einzelne Zonen.,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,,,,14.884637,1779132539.384457,14.89684,16.264476,1779132539.39666,1779132540.764295,1.3676,16.275933,17.531156,1779132540.775754,1779132542.030975,1.2552,17.53122,17.947845,1779132542.03104,1779132542.447664,0.4166,2940,1912,0.578473,0.82,0.0,0.0,17.949035,18.680984,1779132542.448855,1779132543.180805,3.0,0.7319,0,,,,,,
