run_id,phase,participant,session,trial_index,trial_id,stimulus_id,counterbalance_offset,preferred_description_condition,description_condition,metadata_condition,description,image_file,original_filename,original_style_folder,original_relative_path,trial_start_session_s,trial_start_unix_s,description_onset_session_s,description_offset_session_s,description_onset_unix_s,description_offset_unix_s,description_time_s,fixation_onset_session_s,fixation_offset_session_s,fixation_onset_unix_s,fixation_offset_unix_s,fixation_time_s,image_onset_session_s,image_offset_session_s,image_onset_unix_s,image_offset_unix_s,image_view_time_s,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,rating_onset_session_s,rating_offset_session_s,rating_onset_unix_s,rating_offset_unix_s,rating,rating_rt_s,mismatch_check_triggered,mismatch_response,mismatch_rt_s,mismatch_onset_session_s,mismatch_offset_session_s,mismatch_onset_unix_s,mismatch_offset_unix_s
real_001_s001_2026-05-18_16-09-35-461,practice,001,001,1,P002,P002,,,,,Mehrere dunkle und helle Formen liegen in einer abstrakten Komposition übereinander. Kreisformen und kantige Bereiche teilen das Bild in einzelne Zonen.,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,,,,5.703829,1779113381.166449,5.716156,15.997576,1779113381.178776,1779113391.46022,10.2814,16.026644,17.280843,1779113391.489289,1779113392.743489,1.2542,17.280911,25.330737,1779113392.743557,1779113400.793397,8.0498,2940,1912,0.578473,0.82,0.0,0.0,25.337343,31.947291,1779113400.800005,1779113407.409962,4.6354,6.6099,0,,,,,,
real_001_s001_2026-05-18_16-09-35-461,practice,001,001,2,P001,P001,,,,,Eine organische helle Form breitet sich vor gelb-rotem Hintergrund aus. Dunkle Konturen trennen die runden Bereiche deutlich voneinander.,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,,,,31.951304,1779113407.413977,31.962522,43.680626,1779113407.425194,1779113419.143314,11.7181,43.694814,44.947207,1779113419.157503,1779113420.409895,1.2524,44.947271,53.34722,1779113420.40996,1779113428.809919,8.3999,2940,1912,1.112116,0.82,0.0,0.0,53.354644,55.030499,1779113428.817344,1779113430.493202,4.9038,1.6759,0,,,,,,
