run_id,phase,participant,session,trial_index,trial_id,stimulus_id,counterbalance_offset,preferred_description_condition,description_condition,metadata_condition,description,image_file,original_filename,original_style_folder,original_relative_path,trial_start_session_s,trial_start_unix_s,description_onset_session_s,description_offset_session_s,description_onset_unix_s,description_offset_unix_s,description_time_s,fixation_onset_session_s,fixation_offset_session_s,fixation_onset_unix_s,fixation_offset_unix_s,fixation_time_s,image_onset_session_s,image_offset_session_s,image_onset_unix_s,image_offset_unix_s,image_view_time_s,screen_width_px,screen_height_px,image_stim_width_units,image_stim_height_units,image_stim_center_x_units,image_stim_center_y_units,rating_onset_session_s,rating_offset_session_s,rating_onset_unix_s,rating_offset_unix_s,rating,rating_rt_s,mismatch_check_triggered,mismatch_response,mismatch_rt_s,mismatch_onset_session_s,mismatch_offset_session_s,mismatch_onset_unix_s,mismatch_offset_unix_s
real_001_s001_2026-05-18_16-36-57-938,practice,001,001,1,P001,P001,,,,,Eine organische helle Form breitet sich vor gelb-rotem Hintergrund aus. Dunkle Konturen trennen die runden Bereiche deutlich voneinander.,wikiart_practice/practice_wikiart_001_surrealistic_gouache.jpg,,,,4.386279,1779115022.325461,4.398255,5.045781,1779115022.337436,1779115022.984961,0.6475,5.080268,6.345666,1779115023.019451,1779115024.284849,1.2654,6.345733,7.179052,1779115024.284916,1779115025.118235,0.8333,2940,1912,1.112116,0.82,0.0,0.0,7.18065,8.645683,1779115025.119835,1779115026.584871,1.878,1.465,0,,,,,,
real_001_s001_2026-05-18_16-36-57-938,practice,001,001,2,P002,P002,,,,,Mehrere dunkle und helle Formen liegen in einer abstrakten Komposition übereinander. Kreisformen und kantige Bereiche teilen das Bild in einzelne Zonen.,wikiart_practice/practice_wikiart_002_untitled_abstract_composition_1964.jpg,,,,8.64954,1779115026.588729,8.661455,10.862202,1779115026.600644,1779115028.801394,2.2007,10.872129,12.128912,1779115028.811321,1779115030.068105,1.2568,12.128976,14.945595,1779115030.068169,1779115032.884793,2.8166,2940,1912,0.578473,0.82,0.0,0.0,14.948647,16.012128,1779115032.887847,1779115033.951331,4.2376,1.0635,0,,,,,,
